,id,title,keywords,genres,director,producer,compositor,actor_1,actor_2,actor_3
823,9912,The World's Fastest Indian,new zealand utah life's dream motor sport independent film motorcycle trailer mortgage 1960s speed records,Drama,Roger Donaldson,Roger Donaldson,J. Peter Robinson,Anthony Hopkins,Iain Rea,Tessa Mitchell
824,6620,Sabrina,"sibling relationship chauffeur champagne playboy love teenage crush millionaire high society manhattan, new york city impossible love family disapproval",Comedy Drama Romance,Billy Wilder,Billy Wilder,Friedrich Hollaender,Humphrey Bogart,Audrey Hepburn,William Holden
825,19101,A Little Princess,based on novel or book servant parent child relationship private school female friendship boarding school british school little girl orphan india rich poor schoolgirl presumed dead attic imagination african american servant fantasy life,Drama Family Fantasy,Alfonso Cuarón,Mark Johnson,Patrick Doyle,Liesel Matthews,Eleanor Bron,Liam Cunningham
826,74879,Once Upon a Time in Anatolia,trip buried alive murder dead body doctor policeman,Drama Crime,Nuri Bilge Ceylan,Zeynep Ozbatur Atakan,,Muhammet Uzuner,Yılmaz Erdoğan,Taner Birsel
827,808,Shrek,magic liberation lordship prince castle fairy tale donkey robin hood enchantment swamp princess parody anthropomorphism dragon woman director ogre,Adventure Animation Comedy Family Fantasy,Andrew Adamson,Jeffrey Katzenberg,Harry Gregson-Williams,Mike Myers,Eddie Murphy,Cameron Diaz
828,16372,The Innocents,england haunted house supernatural ghost story governess,Horror,Jack Clayton,Jack Clayton,,Deborah Kerr,Peter Wyngarde,Megs Jenkins
829,966,The Magnificent Seven,horse village friendship remake bandit farmer cowboy mexican white man's burden henry rifle hired gun,Western,John Sturges,John Sturges,Elmer Bernstein,Yul Brynner,Eli Wallach,Steve McQueen
830,14257,Delusions of Grandeur,spain queen giftmord royalty,Comedy History,Gérard Oury,,,Louis de Funès,Yves Montand,Alice Sapritch
831,293660,Deadpool,anti hero mercenary superhero based on comic breaking the fourth wall aftercreditsstinger duringcreditsstinger self healing,Action Adventure Comedy,Tim Miller,Ryan Reynolds,Junkie XL,Ryan Reynolds,Morena Baccarin,Ed Skrein
832,1726,Iron Man,usa middle east arms dealer malibu superhero based on comic good vs evil aftercreditsstinger marvel cinematic universe counter terrorism,Action Science Fiction Adventure,Jon Favreau,Avi Arad,Ramin Djawadi,Robert Downey Jr.,Terrence Howard,Jeff Bridges
833,504608,Rocketman,london drug abuse 1970s pop star musical biography alcoholism based on a true story singer rock music los angeles pianist gay sex lgbt rise to fame 1960s,Music Drama,Dexter Fletcher,David Furnish,,Taron Egerton,Jamie Bell,Richard Madden
834,260513,Incredibles 2,married couple sequel superhero children computer animation animation parenting family super power,Action Adventure Animation Family,Brad Bird,Nicole Paradis Grindle,,Craig T. Nelson,Holly Hunter,Sarah Vowell
835,688,The Bridges of Madison County,adultery love at first sight based on novel or book photographer wife husband relationship iowa love of one's life mother role bridge housewife love letter peasant marriage crisis photography unsociability secret love national geographic,Drama Romance,Clint Eastwood,Clint Eastwood,Lennie Niehaus,Meryl Streep,Clint Eastwood,Annie Corley
836,2009,4 Months 3 Weeks and 2 Days,bureaucracy rape sexual abuse hotel room desperation totalitarian regime cohabitant female friendship dormitory blood best friend contraception unwanted pregnancy communism romanian college student 1980s,Drama,Cristian Mungiu,Oleg Mutu,,Anamaria Marinca,Laura Vasiliu,Vlad Ivanov
837,21450,Naked,london rape urban desolate cult film stranger manchester,Drama Comedy,Mike Leigh,Simon Channing Williams,Andrew Dickson,David Thewlis,Lesley Sharp,Katrin Cartlidge
838,44214,Black Swan,dancing competition sex dancer obsession paranoia insanity ballet new york city heartbreak mental illness madness psychological horror swan lake ballerina,Drama Thriller,Darren Aronofsky,Scott Franklin,Clint Mansell,Natalie Portman,Mila Kunis,Vincent Cassel
839,1051,The French Connection,new york police brutality marseille night life attempted murder drug dealer drug mule heroin gangster drug smuggle undercover agent hijacking of train car chase,Action Crime Thriller,William Friedkin,Philip D'Antoni,Don Ellis,Gene Hackman,Fernando Rey,Roy Scheider
840,3063,Duck Soup,dictator spy ambassador siege widow slapstick cigar smoking lemonade musical number pre-code dowager geofiction,War Comedy Music,Leo McCarey,Herman J. Mankiewicz,John Leipold,Groucho Marx,Harpo Marx,Chico Marx
841,12498,Sling Blade,arkansas independent film repair shop southern death threat story religious art father figure intellectual disability,Drama,Billy Bob Thornton,David L. Bushell,Daniel Lanois,Billy Bob Thornton,Dwight Yoakam,J.T. Walsh
842,211387,Marvel One-Shot: Agent Carter,based on comic marvel cinematic universe short,Action Adventure Science Fiction Fantasy,Louis D'Esposito,,,Hayley Atwell,Bradley Whitford,Dominic Cooper
843,11159,Secrets & Lies,london parent child relationship secret socially deprived family adoption reunion,Drama,Mike Leigh,Simon Channing Williams,Andrew Dickson,Timothy Spall,Brenda Blethyn,Marianne Jean-Baptiste
844,457601,Everything You Want,,Comedy Drama,Francesco Bruni,Beppe Caschetto,Carlo Virzì,Giuliano Montaldo,Andrea Carpenzano,Arturo Bruni
845,11474,The Warriors,street gang disc jockey gang war gangster coney island gang new york city gang member cult film new york subway girl gang warrior the warriors,Action Thriller,Walter Hill,Lawrence Gordon,,Michael Beck,James Remar,David Patrick Kelly
846,16958,The Asphalt Jungle,heist on the run jewel heist film noir,Crime Drama,John Huston,Arthur Hornblow Jr.,Miklós Rózsa,Sterling Hayden,Louis Calhern,Jean Hagen
847,315846,Our Little Sister,funeral family step sister step siblings,Drama Comedy,Hirokazu Kore-eda,Kaoru Matsuzaki,Yoko Kanno,Haruka Ayase,Masami Nagasawa,Kaho
848,747,Shaun of the Dead,london record collection pub surrey british satire slacker friends dark comedy zombie cult film survival horror british pub boyfriend girlfriend british horror zombie apocalypse,Horror Comedy,Edgar Wright,Nira Park,Dan Mudford,Simon Pegg,Nick Frost,Kate Ashfield
849,1933,The Others,nanny haunted house channel islands parallel world photosensitivity spiritism,Horror Drama Mystery Thriller,Alejandro Amenábar,Fernando Bovaira,Alejandro Amenábar,Nicole Kidman,Christopher Eccleston,Alakina Mann
850,4982,American Gangster,underdog black people drug traffic gangster drug smuggle society ambition rise and fall cop drug dealing police corruption police detective family law enforcement aftercreditsstinger dishonesty criminal heroes,Drama Crime,Ridley Scott,Brian Grazer,Marc Streitenfeld,Denzel Washington,Russell Crowe,Chiwetel Ejiofor
851,36685,The Rocky Horror Picture Show,transvestism transylvania sex rock 'n' roll time warp castle based on play or musical cult film audience participation dark and stormy night,Comedy Science Fiction Fantasy Horror,Jim Sharman,Michael White,,Tim Curry,Susan Sarandon,Barry Bostwick
852,1245,The Remains of the Day,newspaper butler country house loyalty flower nazi jewish britain housekeeper employer,Drama Romance,James Ivory,Ismail Merchant,Richard Robbins,Anthony Hopkins,Emma Thompson,James Fox
853,83389,From Up on Poppy Hill,post war japan anime,Animation Drama,Gorô Miyazaki,Toshio Suzuki,,Masami Nagasawa,Junichi Okada,Keiko Takeshita
854,63,Twelve Monkeys,schizophrenia philadelphia cassandra syndrom stockholm syndrome time travel post-apocalyptic dystopia lethal virus monkey cult film subterranean,Science Fiction Thriller Mystery,Terry Gilliam,Charles Roven,Paul Buckmaster,Bruce Willis,Madeleine Stowe,Brad Pitt
855,11030,Zelig,paris france great depression celebrity mockumentary chameleon psychiatrist newsreel footage electroconvulsive therapy 1920s 1930s,Comedy,Woody Allen,Robert Greenhut,Dick Hyman,Woody Allen,Mia Farrow,Patrick Horgan
856,455714,Bad Genius,school friend thailand australia high school cheating at exam father daughter relationship,Comedy Drama Crime,Nattawut Poonpiriya,Jira Maligool,,Chutimon Chuengcharoensukying,Eisaya Hosuwan,Teeradon Supapunpinyo
857,389015,I Tonya,portland olympic games biography sport based on a true story rivalry figure skating domestic violence poverty overbearing mother ice skating taunting 1990s winter sport abusive mother emotional abuse mother daughter relationship,Drama,Craig Gillespie,Margot Robbie,,Margot Robbie,Sebastian Stan,Allison Janney
858,11798,This Is England,holiday skinhead england vandalism nottingham gang racism summer youth violence drugs falklands war cult film unemployment xenophobia culture 1980s,Drama Crime,Shane Meadows,Mark Herbert,Ludovico Einaudi,Thomas Turgoose,Stephen Graham,Jo Hartley
859,10683,Happiness,sibling relationship rape lover (female) pedophilia sister partnership stalker secret love independent film relationship extramarital affair family conflict unhappiness,Comedy Drama,Todd Solondz,David Linde,Robbie Kondor,Jane Adams,Jon Lovitz,Philip Seymour Hoffman
860,8333,The Taking of Pelham One Two Three,1970s mayor kidnapping hostage drama liberation of hostage hostage-taking remake new york city one day police officer new york subway,Action Crime,Joseph Sargent,Edgar J. Scherick,David Shire,Walter Matthau,Robert Shaw,Martin Balsam
861,319,True Romance,loss of loved one movie business parent child relationship mexican standoff cocaine love mafia los angeles drugs illegal prostitution gun violence neo-noir,Action Thriller Crime Romance,Tony Scott,Gary Barber,Hans Zimmer,Christian Slater,Patricia Arquette,Michael Rapaport
862,11506,The Silence,sibling relationship sex hotel travel independent film rage desire sister sister relationship,Drama Romance,Ingmar Bergman,Allan Ekelund,Ivan Renliden,Ingrid Thulin,Gunnel Lindblom,Birger Malmsten
863,51739,The Secret World of Arrietty,japan based on novel or book cat forest based on children's book little people dollhouse anime,Fantasy Animation Family,Hiromasa Yonebayashi,Toshio Suzuki,,Mirai Shida,Ryunosuke Kamiki,Tomokazu Miura
864,379,Miller's Crossing,corruption street gang prohibition gun irish-american gambling debts irish mob violence 1920s,Drama Thriller Crime,Joel Coen,Ethan Coen,Carter Burwell,Gabriel Byrne,Marcia Gay Harden,John Turturro
865,43920,Dog Pound,juvenile prison sodomy incest overtones,Drama,Kim Chapiron,Georges Bermann,,Adam Butcher,Shane Kippel,Mateo Morales
866,284053,Thor: Ragnarok,sequel superhero based on comic alien planet female villain norse mythology aftercreditsstinger duringcreditsstinger marvel cinematic universe norse god loki,Action Adventure Comedy Fantasy,Taika Waititi,Kevin Feige,Mark Mothersbaugh,Chris Hemsworth,Mark Ruffalo,Tom Hiddleston
867,9289,The Longest Day,resistance world war ii normandy allied based on a true story steel helmet soldier,Drama History War,Ken Annakin,Darryl F. Zanuck,Maurice Jarre,Henry Fonda,Robert Mitchum,John Wayne
868,1902,Open Your Eyes,love triangle madrid love of one's life ladykiller face operation virtual reality life extension car crash best friend psychiatrist psychiatric,Drama Thriller,Alejandro Amenábar,Fernando Bovaira,Mariano Marín,Penélope Cruz,Eduardo Noriega,Chete Lera
869,211954,Instructions Not Included,bachelor vespa,Comedy Drama,Eugenio Derbez,,,Loreto Peralta,Eugenio Derbez,Jessica Lindsey
870,431937,Mr & Mme Adelman,,Romance Drama Comedy,Nicolas Bedos,François Kraus,,Nicolas Bedos,Doria Tillier,Denis Podalydès
871,11704,The Secret of NIMH,secret mouse owl widow crow illness,Fantasy Animation Drama Family Adventure,Don Bluth,Don Bluth,Jerry Goldsmith,Derek Jacobi,Elizabeth Hartman,Arthur Malet
872,440596,Kiss and Cry,cancer figure skating teenage girl woman director,Music Drama Romance,Sean Cisterna,,,Sarah Fisher,Luke Bilyk,Chantal Kreviazuk
873,277834,Moana,ocean sailboat sea mythology island musical curse young girl sailor aftercreditsstinger demigod polynesia voyage pacific  ocean quest island life animal sidekick,Adventure Comedy Family Animation,Ron Clements,Osnat Shurer,Mark Mancina,Auli'i Cravalho,Dwayne Johnson,Rachel House
874,284293,Still Alice,mother based on novel or book professor alzheimer's disease illness columbia university,Drama,Richard Glatzer,James Brown,Ilan Eshkeri,Julianne Moore,Alec Baldwin,Kristen Stewart
875,967,Spartacus,gladiator roman empire gladiator fight slavery insurgence ancient rome epic torture ancient world slave escaped slave julius caesar 1st century bc,Action Drama History Adventure,Stanley Kubrick,James C. Katz,Alex North,Kirk Douglas,Laurence Olivier,Jean Simmons
876,4254,Kal Ho Naa Ho,new york musical,Comedy Drama,Nikhil Advani,Karan Johar,Ehsaan Noorani,Shah Rukh Khan,Preity Zinta,Saif Ali Khan
877,364433,They Call Me Jeeg,superhero,Action Drama Comedy Thriller Science Fiction,Gabriele Mainetti,Gabriele Mainetti,,Claudio Santamaria,Ilenia Pastorelli,Luca Marinelli
878,346648,Paddington 2,london based on novel or book sequel bear train based on children's book animal aging actor,Adventure Comedy Family,Paul King,David Heyman,Dario Marianelli,Ben Whishaw,Michael Gambon,Imelda Staunton
879,28874,Summer Wars,artificial intelligence card game hacker virtual reality computer family holiday anime,Animation,Mamoru Hosoda,Nozomu Takahashi,Akihiko Matsumoto,Mitsuki Tanimura,Nanami Sakuraba,Sumiko Fuji
880,109,Three Colors: White,hairdresser sexual frustration funeral business man poland,Comedy Drama Mystery,Krzysztof Kieślowski,Marin Karmitz,Zbigniew Preisner,Zbigniew Zamachowski,Julie Delpy,Janusz Gajos
881,1712,Giant,hotel jealousy judge texas wine cellar restaurant ranch senator funeral sexism petrol rags to riches beef tycoon maryland barbecue birthday party turkey pony riding class hunting,Action Drama Western Romance,George Stevens,Henry Ginsberg,,Elizabeth Taylor,Rock Hudson,James Dean
882,64690,Drive,stuntman police chase los angeles extreme violence violence car chase bullet getaway crime lord existentialism silent protagonist,Drama Action Thriller Crime,Nicolas Winding Refn,Michel Litvak,Cliff Martinez,Ryan Gosling,Carey Mulligan,Bryan Cranston
883,38757,Tangled,hostage magic horse fairy tale musical blonde princess animation tower selfishness healing power based on fairy tale duringcreditsstinger healing gift animal sidekick rapunzel,Animation Family,Nathan Greno,Roy Conli,Alan Menken,Mandy Moore,Zachary Levi,Donna Murphy
